gender,department_name,assignment_category,employee_position_title,underfilled_job_title,year_first_hired,salary
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2016,39257.31
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Supervisor,,1984,99870.24
M,Office of Public Information,Fulltime-Regular,Program Manager I,,2011,83032.52
F,Department of Environmental Protection,Fulltime-Regular,Refuse Disposal Cashier,,2016,46000.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2007,40534.48
M,Department of Finance,Fulltime-Regular,Senior Information Technology Specialist,Information Technology Specialist III,2012,107657.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,2002,96624.0
F,Department of General Services,Fulltime-Regular,Senior Architect,,2005,118400.0
M,Department of Public Libraries,Fulltime-Regular,Librarian II,,2012,77749.82
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.83
F,Department of Health and Human Services,Fulltime-Regular,Community Health Clinic Technician,,2003,64141.0
M,Department of Transportation,Fulltime-Regular,District Supervisor,,1993,93628.15
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27805.44
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45049.12
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Health Nurse II,,2002,97912.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2012,62576.07
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Dietary Officer II,,2003,62482.02
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2015,60460.92
M,Department of Police,Fulltime-Regular,Master Police Officer,,2009,69040.0
F,Department of Health and Human Services,Fulltime-Regular,Client Assistance Specialist,,1995,67993.85
F,Department of Police,Fulltime-Regular,Police Sergeant,,1995,107128.71
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.83
M,Department of Police,Fulltime-Regular,Master Police Officer,,1994,97392.47
M,Department of Police,Fulltime-Regular,Crime Analyst,,2006,69805.94
F,Department of Health and Human Services,Fulltime-Regular,Manager II,,2007,156525.0
M,Department of Transportation,Fulltime-Regular,Program Manager I,,2013,83033.41
M,Department of Police,Fulltime-Regular,Police Officer III,,2000,89620.0
M,Department of Police,Fulltime-Regular,Police Officer Candidate,,2016,59638.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Assistant Manager,,2008,48260.26
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1997,91532.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2004,74898.0
M,Department of Police,Fulltime-Regular,Police Lieutenant,,1989,123902.96
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Sergeant,,1993,96763.35
M,Department of Transportation,Fulltime-Regular,Bus Operator,,1998,64141.0
M,Department of Health and Human Services,Fulltime-Regular,Chief Behavioral Health and Crisis Services,,2009,159266.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2007,78365.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Lieutenant,,1990,106448.44
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2002,48145.17
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
M,Community Engagement Cluster,Fulltime-Regular,Urban District Public Service Aide,,2016,32098.0
F,Department of Transportation,Fulltime-Regular,Office Services Coordinator,,2004,58625.89
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2013,54644.19
M,Department of Police,Fulltime-Regular,Police Officer III,,1980,92756.7
M,Department of General Services,Fulltime-Regular,Supply Technician III,,1979,71573.08
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2008,67859.0
M,Department of Public Libraries,Fulltime-Regular,Manager III,,2012,75476.5
M,Department of General Services,Fulltime-Regular,Supply Technician III,,2009,58448.0
M,Department of Police,Fulltime-Regular,Police Officer Candidate,,2016,50211.0
F,Department of Public Libraries,Parttime-Regular,Library Assistant I,,1986,30100.72
F,Department of Public Libraries,Fulltime-Regular,Library Assistant I,,1996,49731.04
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2001,56950.48
M,Department of General Services,Fulltime-Regular,Equipment Services Coordinator,,2007,96357.93
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,Equipment Operator Apprentice,2016,33395.15
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,50671.27
M,Department of Liquor Control,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,,2004,34777.1
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2007,65716.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2013,55976.96
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2008,44757.56
F,Department of Public Libraries,Fulltime-Regular,Librarian I,,2014,60066.76
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1999,99792.0
M,Department of Health and Human Services,Fulltime-Regular,Environmental Health Specialist III,,1985,100849.36
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1989,94006.07
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2014,49831.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2001,73801.0
M,Department of Technology Services,Fulltime-Regular,Information Technology Specialist III,,2007,104388.57
M,Department of Police,Fulltime-Regular,Police Officer III,,2010,65752.0
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2015,61139.52
F,Department of Police,Fulltime-Regular,Security Officer I,,2004,53505.68
F,Department of Public Libraries,Fulltime-Regular,Library Assistant I,,2004,48046.91
M,Department of Environmental Protection,Fulltime-Regular,Code Enforcement Inspector III,,2001,81066.0
M,Community Use of Public Facilities,Fulltime-Regular,Program Specialist I,,2016,58150.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker IV,,1987,104717.28
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,43525.72
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,48258.81
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Specialist III,,2004,74321.42
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,1985,69222.18
M,Department of General Services,Fulltime-Regular,Construction Representative III,,2008,81421.63
F,Department of Public Libraries,Parttime-Regular,Library Desk Assistant,,1997,26258.75
F,Department of Transportation,Fulltime-Regular,Community Services Aide II,,2002,59295.61
M,Department of Liquor Control,Fulltime-Regular,Program Manager II,,1992,104717.28
M,Department of Transportation,Fulltime-Regular,Transportation Systems Technician II,,1997,66833.11
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,43525.72
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2008,60775.0
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,56478.0
F,Department of Health and Human Services,Parttime-Regular,Social Worker III,,1993,37588.29
F,Department of Finance,Fulltime-Regular,Program Specialist I,,2015,63658.71
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Specialist V,,1987,109810.14
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2003,72185.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2006,68015.0
F,Department of Public Libraries,Parttime-Regular,Library Associate II,,1987,43761.61
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,83658.0
F,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2001,25369.64
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2015,48145.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Assistant Manager,,2000,67450.85
F,Department of Public Libraries,Parttime-Regular,Library Associate II,,2002,33548.42
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Assistant Chief,,1985,149529.08
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,1999,97912.0
M,Department of Transportation,Fulltime-Regular,Manager III,,2000,135392.0
M,Department of Police,Fulltime-Regular,Master Police Officer,,1985,97392.47
M,Department of Transportation,Fulltime-Regular,Manager III,,2001,135392.0
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,Permitting Services Specialist II,1984,100849.36
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
M,Department of Technology Services,Fulltime-Regular,Manager III,,2003,135063.16
F,Department of Police,Fulltime-Regular,Police District Station Assistant,,1998,76201.98
F,Department of Health and Human Services,Parttime-Regular,Client Assistance Specialist,,2010,24534.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2016,39257.31
F,Department of Liquor Control,Fulltime-Regular,Manager II,,2002,155994.02
M,Department of Police,Fulltime-Regular,Police Officer III,,2000,89620.0
M,Department of Environmental Protection,Fulltime-Regular,Senior Engineer,,2003,112899.0
M,Department of Police,Fulltime-Regular,Office Services Coordinator,,2007,52979.99
M,Community Engagement Cluster,Fulltime-Regular,Public Service Worker II,,2016,33995.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
F,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2006,48631.98
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2007,97190.31
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2005,72433.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45048.5
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2002,95030.35
M,Department of Police,Fulltime-Regular,Police Officer III,,2006,72902.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Specialist III,,2005,68186.6
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1988,88574.84
F,Sheriff's Office,Fulltime-Regular,Principal Administrative Aide,,2014,49027.33
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1995,116124.02
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
M,Department of Transportation,Fulltime-Regular,Highway Inspector I,,1993,77343.0
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,1989,69222.18
F,Department of Transportation,Fulltime-Regular,Engineer III,,2008,93450.27
F,Department of Health and Human Services,Fulltime-Regular,Manager III,,2007,110336.91
F,County Council,Parttime-Regular,Principal Administrative Aide,,1990,33534.54
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2007,63171.74
F,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,1987,60201.44
M,Department of Permitting Services,Fulltime-Regular,Permit Technician III,Permit Technician II,1989,72534.66
F,Department of Police,Fulltime-Regular,Police Officer III,,1992,92756.7
F,Department of General Services,Fulltime-Regular,Program Specialist I,,2016,63315.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Specialist III,,1999,89475.01
M,Department of Police,Fulltime-Regular,Police Sergeant,,2002,96624.0
F,Department of Police,Fulltime-Regular,Administrative Specialist III,,2013,93396.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2004,74424.0
M,Department of Liquor Control,Fulltime-Regular,Truck Driver/Warehouse Worker,,2016,39257.31
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2005,78588.77
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,2006,71941.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2009,68054.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2004,80145.0
F,Department of Public Libraries,Parttime-Regular,Library Desk Assistant,,2003,22879.14
M,Department of Health and Human Services,Fulltime-Regular,Environmental Health Specialist III,,2007,91248.21
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2016,39257.31
M,Department of Police,Fulltime-Regular,Master Police Officer,,1982,97392.47
M,Department of Police,Fulltime-Regular,Program Specialist II,,2004,74779.9
M,Department of Police,Parttime-Regular,Crossing Guard,,2015,16610.72
F,Department of Health and Human Services,Parttime-Regular,Child Welfare Caseworker,,2000,44301.09
F,County Attorney's Office,Fulltime-Regular,Legal Secretary II,Legal Secretary I,2014,51021.06
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.42
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Manager,,2007,71342.6
M,Department of Police,Fulltime-Regular,Police Officer III,,2008,72902.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Candidate,,2015,47693.0
F,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2008,64854.0
M,Community Engagement Cluster,Fulltime-Regular,Public Service Worker II,,2010,35411.29
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,46626.87
M,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,2013,42649.12
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,Deputy Sheriff I,2015,49364.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1988,86537.84
F,Office of Human Resources,Fulltime-Regular,Administrative Specialist I,,2005,69739.09
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1983,126781.06
F,Department of Police,Parttime-Regular,Crossing Guard,,2002,23318.28
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2003,44945.53
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1997,91532.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1999,89620.0
F,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2014,40946.26
F,Department of Police,Fulltime-Regular,Security Officer I,,2014,42053.83
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2004,73547.57
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2005,77434.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,43525.72
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2006,95236.02
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2012,35552.43
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1999,110229.0
F,Department of Public Libraries,Fulltime-Regular,Library Assistant I,,1998,56589.34
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2001,92933.0
M,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2002,79747.8
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
F,Community Use of Public Facilities,Fulltime-Regular,Program Specialist I,,2001,73801.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Specialist II,Correctional Specialist I,2007,60515.71
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,Deputy Sheriff I,2014,51091.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2012,68115.54
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,Deputy Sheriff II,2012,58562.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2013,43525.72
F,Department of Police,Parttime-Regular,Crossing Guard,,1994,26208.35
M,Department of Transportation,Fulltime-Regular,Public Service Worker IV,,2007,47736.63
M,Department of Permitting Services,Fulltime-Regular,Manager I,,1989,175127.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2014,35552.8
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2015,49068.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,1995,63067.93
M,Department of Police,Fulltime-Regular,Police Officer III,,2006,72902.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2014,49831.0
F,Department of Public Libraries,Fulltime-Regular,Program Specialist II,,2000,76384.21
M,Department of Technology Services,Fulltime-Regular,Technology Expert,,1993,143609.88
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1991,114087.02
M,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,,2012,57177.95
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1999,80784.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Sergeant,,1993,96763.35
F,Correction and Rehabilitation,Fulltime-Regular,Senior Executive Administrative Aide,,2002,73801.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2009,92152.37
M,Department of Police,Fulltime-Regular,Traffic Enforcement Field Service Technician II,,2013,43525.72
M,Department of Police,Fulltime-Regular,Police Officer III,,1995,92756.7
F,Department of Public Libraries,Parttime-Regular,Library Associate,,2013,37213.83
M,Department of Transportation,Fulltime-Regular,Senior Information Technology Specialist,,2002,118400.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,1967,100849.36
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Dietary Officer II,,2003,62482.02
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2011,64206.3
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Department of Finance,Fulltime-Regular,Program Manager II,,2015,83817.3
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1989,114087.02
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
M,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,Community Services Aide I,1999,54675.7
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2005,93886.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,1988,100849.36
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
M,Department of Transportation,Fulltime-Regular,Civil Works Designer,,2007,81066.0
M,Department of Permitting Services,Fulltime-Regular,Manager III,,1989,135392.0
F,Department of Health and Human Services,Fulltime-Regular,Director Department of Health and Human Services,,2007,228383.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1993,101176.43
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2001,110229.0
F,Department of Transportation,Fulltime-Regular,Capital Projects Manager,,1999,129589.4
M,Department of Technology Services,Fulltime-Regular,Telecommunications Technician,,2013,73108.08
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2016,77298.0
F,Correction and Rehabilitation,Fulltime-Regular,Office Services Coordinator,,1994,69222.18
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,46626.87
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2006,50699.16
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1994,101176.43
M,Department of Police,Fulltime-Regular,Police Captain,,1996,141539.36
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1995,57807.08
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,1993,83497.98
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1995,83611.44
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2000,112266.0
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2016,39257.31
F,Department of Finance,Fulltime-Regular,Executive Administrative Aide,,2001,70422.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1999,97755.0
M,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2001,89472.5
M,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2007,57863.44
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,56478.0
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,2015,35133.58
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,63345.0
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2008,44757.56
F,Department of Transportation,Fulltime-Regular,Community Services Aide II,,2011,43850.22
M,Department of Police,Fulltime-Regular,Administrative Specialist II,,1990,86673.48
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
F,Department of Permitting Services,Fulltime-Regular,Senior Information Technology Specialist,,2006,117329.91
M,Department of Transportation,Fulltime-Regular,Bus Operator,,1990,66065.23
M,Department of Police,Fulltime-Regular,Forensic Scientist,,2013,66294.16
M,Department of Transportation,Fulltime-Regular,Public Service Craftsworker,,1994,66065.23
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
F,Community Use of Public Facilities,Fulltime-Regular,Program Specialist I,,1997,73801.0
F,Department of Health and Human Services,Fulltime-Regular,Client Assistance Specialist,,2002,71642.04
M,Office of Public Information,Fulltime-Regular,Program Manager I,,2010,64705.5
M,Department of Transportation,Fulltime-Regular,Transportation Systems Technician III,Transportation Systems Technician II,2010,71730.5
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27805.44
F,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2016,56850.0
M,Department of Police,Fulltime-Regular,Code Enforcement Inspector III,,1988,83497.98
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,1999,67206.0
M,Department of Transportation,Fulltime-Regular,Highway Inspector II,,2006,83811.81
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2001,72861.0
F,Department of Permitting Services,Fulltime-Regular,Program Manager II,,1988,95180.83
F,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2015,61536.75
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2011,43525.72
F,Department of Public Libraries,Parttime-Regular,Library Aide,,2002,18247.04
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2013,78387.85
M,Department of Police,Fulltime-Regular,Police Officer III,,2007,70435.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2007,63171.73
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2004,55123.38
F,Department of Permitting Services,Fulltime-Regular,Permit Technician III,,1996,77343.0
F,Department of Health and Human Services,Parttime-Regular,Program Specialist II,,2007,34310.13
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2007,62903.0
F,Office of Human Resources,Fulltime-Regular,Manager II,,2003,155343.73
F,Correction and Rehabilitation,Fulltime-Regular,Licensed Practical Nurse (C and R),,2006,72961.95
F,Department of Public Libraries,Fulltime-Regular,Librarian II,,2008,82424.23
F,Department of Health and Human Services,Parttime-Regular,Principal Administrative Aide,,1998,28475.25
M,Department of Police,Fulltime-Regular,Police Officer III,,1985,92756.7
F,Department of General Services,Fulltime-Regular,Program Specialist II,,2001,62776.59
M,Offices of the County Executive,Fulltime-Regular,County Executive,,1986,192769.12
M,Department of Transportation,Fulltime-Regular,Transportation Systems Technician III,Transportation Systems Technician I,2016,40200.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2013,41229.25
F,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2004,95559.0
F,Department of Police,Fulltime-Regular,Master Police Officer,,1994,97392.47
M,Department of Police,Fulltime-Regular,Animal Care Attendant,,2016,37684.49
M,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Supervisor,,1995,92194.09
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,2014,40943.14
M,Department of Police,Fulltime-Regular,Police Officer III,,1999,89620.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,83658.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,Deputy Sheriff II,2013,56580.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Shift Commander (Lieutenant),,1996,103708.64
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Sergeant,,1994,96763.35
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2010,57265.0
F,Department of Public Libraries,Fulltime-Regular,Office Services Coordinator,,1989,69222.18
F,Department of Health and Human Services,Fulltime-Regular,School Health Room Technician I,,1997,64141.0
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,1988,57476.06
F,Department of Public Libraries,Parttime-Regular,Librarian I,,1982,43761.61
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1999,112266.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2014,58164.01
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,43525.72
F,Department of Transportation,Fulltime-Regular,Administrative Specialist III,,2012,93396.0
M,Department of General Services,Fulltime-Regular,Printing Technician III,,2013,60314.17
M,Fire and Rescue Services,Fulltime-Regular,Emergency Vehicle Maintenance Crew Chief,,2006,85865.58
M,Department of Police,Fulltime-Regular,Police Officer III,,2005,75453.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
F,Department of Health and Human Services,Fulltime-Regular,Therapist II,,2013,73908.98
F,Department of Public Libraries,Parttime-Regular,Library Assistant I,,1995,22426.41
M,Department of Police,Fulltime-Regular,Police Officer III,,2004,78096.0
F,Department of Police,Fulltime-Regular,Forensic Scientist,,2003,101492.79
M,Offices of the County Executive,Fulltime-Regular,Manager II,,2012,146732.73
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2005,71908.0
M,Department of General Services,Fulltime-Regular,Electrician II,,1990,79663.29
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2013,63445.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2005,67384.0
M,Department of General Services,Fulltime-Regular,Program Manager I,,2007,92062.72
M,Office of Procurement,Fulltime-Regular,Procurement Specialist IV,Procurement Specialist II,2004,88869.93
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,48258.81
M,Department of General Services,Fulltime-Regular,Capital Projects Manager,,2014,113380.15
F,Department of Health and Human Services,Fulltime-Regular,Nurse Manager,,1987,104717.28
F,Department of Police,Fulltime-Regular,Police Services Assistant,,1999,63552.04
M,Department of Police,Fulltime-Regular,Public Safety Telephone Reporting Aide I,,1998,67206.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,89620.0
F,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,1988,105743.92
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,1984,100849.36
F,Department of Finance,Fulltime-Regular,Fiscal Assistant,,1999,59873.55
F,Office of Human Resources,Fulltime-Regular,Manager III,,2014,120166.52
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Manager,,1999,76791.75
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1997,91532.0
M,Department of Police,Fulltime-Regular,Master Police Officer,,1994,97392.47
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Dietary Officer II,,2013,49104.52
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,,2014,107657.0
F,Department of Police,Fulltime-Regular,Crime Analyst,,2003,73921.11
F,Offices of the County Executive,Fulltime-Regular,Senior Executive Administrative Aide,,1997,73801.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
